team_1,team_2,scheduled_date,scheduled_time,team_1_id,team_1_franchise_id,team_2_id,team_2_franchise_id,week,offstream
Bloomington Maulers,Burnsville Inferno,8/6/2022,9:45:00 PM,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,3,
Rochester Rhythm,Minneapolis Miracles,8/20/2022,6:00:00 PM,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,4,
Mankato Atlas,Bloomington Maulers,8/20/2022,6:45:00 PM,6205a36816904c00096af91e,620518160160ee0009244b00,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,4,
Minnetonka Barons,St. Cloud Flyers,8/20/2022,7:30:00 PM,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,4,
Burnsville Inferno,St. Paul Senators,8/20/2022,8:15:00 PM,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,4,
Bemidji Lumberjacks,Hibbing Rangers,8/20/2022,9:00:00 PM,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,4,
Brainerd Victory,Duluth Superiors,8/20/2022,9:45:00 PM,6205a3ba16904c00096af923,620517b60160ee0009244afc,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,4,
Bloomington Maulers,Minnetonka Barons,8/20/2022,6:00:00 PM,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,5,
Hibbing Rangers,Brainerd Victory,8/20/2022,6:45:00 PM,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,6205a3ba16904c00096af923,620517b60160ee0009244afc,5,
Minneapolis Miracles,Bemidji Lumberjacks,8/20/2022,7:30:00 PM,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,5,
St. Cloud Flyers,Rochester Rhythm,8/20/2022,8:15:00 PM,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,5,
Duluth Superiors,St. Paul Senators,8/20/2022,9:00:00 PM,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,5,
Burnsville Inferno,Mankato Atlas,8/20/2022,9:45:00 PM,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,6205a36816904c00096af91e,620518160160ee0009244b00,5,
Duluth Superiors,Hibbing Rangers,8/27/2022,6:00:00 PM,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,6,
Minnetonka Barons,Burnsville Inferno,8/27/2022,6:45:00 PM,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,6,
Rochester Rhythm,Bloomington Maulers,8/27/2022,7:30:00 PM,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,6,
Bemidji Lumberjacks,St. Cloud Flyers,8/27/2022,8:15:00 PM,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,6,
Brainerd Victory,Minneapolis Miracles,8/27/2022,9:00:00 PM,6205a3ba16904c00096af923,620517b60160ee0009244afc,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,6,
Mankato Atlas,St. Paul Senators,8/27/2022,9:45:00 PM,6205a36816904c00096af91e,620518160160ee0009244b00,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,6,
Mankato Atlas,Minnetonka Barons,9/10/2022,6:00:00 PM,6205a36816904c00096af91e,620518160160ee0009244b00,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,7,
Minneapolis Miracles,Duluth Superiors,9/10/2022,6:45:00 PM,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,7,
St. Cloud Flyers,Brainerd Victory,9/10/2022,7:30:00 PM,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,6205a3ba16904c00096af923,620517b60160ee0009244afc,7,
Bloomington Maulers,Bemidji Lumberjacks,9/10/2022,8:15:00 PM,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,7,
Burnsville Inferno,Rochester Rhythm,9/10/2022,9:00:00 PM,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,7,
St. Paul Senators,Hibbing Rangers,9/10/2022,9:45:00 PM,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,7,
Duluth Superiors,St. Cloud Flyers,9/17/2022,6:00:00 PM,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,8,
Rochester Rhythm,Mankato Atlas,9/17/2022,6:45:00 PM,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,6205a36816904c00096af91e,620518160160ee0009244b00,8,
Bemidji Lumberjacks,Burnsville Inferno,9/17/2022,7:30:00 PM,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,8,
Brainerd Victory,Bloomington Maulers,9/17/2022,8:15:00 PM,6205a3ba16904c00096af923,620517b60160ee0009244afc,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,8,
Minnetonka Barons,St. Paul Senators,9/17/2022,9:00:00 PM,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,8,
Hibbing Rangers,Minneapolis Miracles,9/17/2022,9:45:00 PM,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,8,
Burnsville Inferno,Brainerd Victory,9/24/2022,6:00:00 PM,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,6205a3ba16904c00096af923,620517b60160ee0009244afc,9,
St. Cloud Flyers,Hibbing Rangers,9/24/2022,6:45:00 PM,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,9,
Bloomington Maulers,Duluth Superiors,9/24/2022,7:30:00 PM,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,9,
Minneapolis Miracles,St. Paul Senators,9/24/2022,8:15:00 PM,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,9,
Mankato Atlas,Bemidji Lumberjacks,9/24/2022,9:00:00 PM,6205a36816904c00096af91e,620518160160ee0009244b00,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,9,
Minnetonka Barons,Rochester Rhythm,9/24/2022,9:45:00 PM,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,9,
Brainerd Victory,Mankato Atlas,10/8/2022,6:00:00 PM,6205a3ba16904c00096af923,620517b60160ee0009244afc,6205a36816904c00096af91e,620518160160ee0009244b00,10,
Bemidji Lumberjacks,Minnetonka Barons,10/8/2022,6:45:00 PM,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,10,
Rochester Rhythm,St. Paul Senators,10/8/2022,7:30:00 PM,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,10,
Duluth Superiors,Burnsville Inferno,10/8/2022,8:15:00 PM,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,10,
Hibbing Rangers,Bloomington Maulers,10/8/2022,9:00:00 PM,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,10,
Minneapolis Miracles,St. Cloud Flyers,10/8/2022,9:45:00 PM,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,10,
Bloomington Maulers,Minneapolis Miracles,10/15/2022,6:00:00 PM,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,11,
St. Paul Senators,St. Cloud Flyers,10/15/2022,6:45:00 PM,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,11,
Burnsville Inferno,Hibbing Rangers,10/15/2022,7:30:00 PM,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,11,
Mankato Atlas,Duluth Superiors,10/15/2022,8:15:00 PM,6205a36816904c00096af91e,620518160160ee0009244b00,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,11,
Minnetonka Barons,Brainerd Victory,10/15/2022,9:00:00 PM,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,6205a3ba16904c00096af923,620517b60160ee0009244afc,11,
Rochester Rhythm,Bemidji Lumberjacks,10/15/2022,9:45:00 PM,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,11,
St. Cloud Flyers,Bemidji Lumberjacks,10/22/2022,6:00:00 PM,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,12,
St. Paul Senators,Bloomington Maulers,10/22/2022,6:45:00 PM,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,12,
Minneapolis Miracles,Brainerd Victory,10/22/2022,7:30:00 PM,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,6205a3ba16904c00096af923,620517b60160ee0009244afc,12,
Rochester Rhythm,Burnsville Inferno,10/22/2022,8:15:00 PM,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,12,
Hibbing Rangers,Duluth Superiors,10/22/2022,9:00:00 PM,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,12,
Minnetonka Barons,Mankato Atlas,10/22/2022,9:45:00 PM,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,6205a36816904c00096af91e,620518160160ee0009244b00,12,
Duluth Superiors,Minneapolis Miracles,10/29/2022,6:00:00 PM,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,13,
Mankato Atlas,Rochester Rhythm,10/29/2022,6:45:00 PM,6205a36816904c00096af91e,620518160160ee0009244b00,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,13,
Hibbing Rangers,St. Cloud Flyers,10/29/2022,7:30:00 PM,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,13,
St. Paul Senators,Minnetonka Barons,10/29/2022,8:15:00 PM,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,13,
Brainerd Victory,Bemidji Lumberjacks,10/29/2022,9:00:00 PM,6205a3ba16904c00096af923,620517b60160ee0009244afc,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,13,
Burnsville Inferno,Bloomington Maulers,10/29/2022,9:45:00 PM,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,13,
Minneapolis Miracles,Hibbing Rangers,11/5/2022,6:00:00 PM,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,14,
Rochester Rhythm,Minnetonka Barons,11/5/2022,6:45:00 PM,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,14,
Bemidji Lumberjacks,Duluth Superiors,11/5/2022,7:30:00 PM,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,14,
Bloomington Maulers,Mankato Atlas,11/5/2022,8:15:00 PM,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,6205a36816904c00096af91e,620518160160ee0009244b00,14,
Brainerd Victory,St. Cloud Flyers,11/5/2022,9:00:00 PM,6205a3ba16904c00096af923,620517b60160ee0009244afc,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,14,
St. Paul Senators,Burnsville Inferno,11/5/2022,9:45:00 PM,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,14,
Mankato Atlas,Burnsville Inferno,11/12/2022,6:00:00 PM,6205a36816904c00096af91e,620518160160ee0009244b00,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,15,
Duluth Superiors,Brainerd Victory,11/12/2022,6:45:00 PM,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,6205a3ba16904c00096af923,620517b60160ee0009244afc,15,
Hibbing Rangers,Bemidji Lumberjacks,11/12/2022,7:30:00 PM,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,15,
Minnetonka Barons,Bloomington Maulers,11/12/2022,8:15:00 PM,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,15,
St. Cloud Flyers,Minneapolis Miracles,11/12/2022,9:00:00 PM,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,15,
St. Paul Senators,Rochester Rhythm,11/12/2022,9:45:00 PM,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,15,
Brainerd Victory,Hibbing Rangers,11/12/2022,6:00:00 PM,6205a3ba16904c00096af923,620517b60160ee0009244afc,5ec9358e8c0dd900074685c3,600fac63be0bbe0008ffddc9,16,
Burnsville Inferno,Minnetonka Barons,11/12/2022,6:45:00 PM,5ec9358d8c0dd900074685c1,600fac63be0bbe0008ffddc7,5ec9358d8c0dd900074685c0,600fac63be0bbe0008ffddc6,16,
St. Cloud Flyers,Duluth Superiors,11/12/2022,7:30:00 PM,5ec9358e8c0dd900074685c4,600fac63be0bbe0008ffddca,5ec9358d8c0dd900074685bf,600fac63be0bbe0008ffddc5,16,
St. Paul Senators,Mankato Atlas,11/12/2022,8:15:00 PM,5ec9358d8c0dd900074685be,600fac63be0bbe0008ffddc4,6205a36816904c00096af91e,620518160160ee0009244b00,16,
Bloomington Maulers,Rochester Rhythm,11/12/2022,9:00:00 PM,5ec9358e8c0dd900074685c5,5ec9358e8c0dd900074685c5,5ec9358d8c0dd900074685c2,600fac63be0bbe0008ffddc8,16,
Bemidji Lumberjacks,Minneapolis Miracles,11/12/2022,9:45:00 PM,5ec9358e8c0dd900074685c6,600fac63be0bbe0008ffddcc,5ec9358d8c0dd900074685bd,600fac63be0bbe0008ffddc3,16,
