team_1_franchise_id,team_2_franchise_id,scheduled_date,scheduled_time,team_1_id,team_2_id,week,offstream,team_1,team_2
600fac63be0bbe0008ffddcc,600fac63be0bbe0008ffddc4,7/28/2022,6:00:00 PM,600c98b2eedc0d0008211466,600c98b32c38930008d9cbd8,1,,Bemidji Lumberjacks,St. Paul Senators
620517b60160ee0009244afc,600fac63be0bbe0008ffddc8,7/28/2022,6:45:00 PM,6205a3a716904c00096af921,600c98b22c38930008d9cbd5,1,,Brainerd Victory,Rochester Rhythm
600fac63be0bbe0008ffddc5,600fac63be0bbe0008ffddc6,7/28/2022,7:30:00 PM,600c98b3eedc0d0008211469,600c98b22c38930008d9cbd6,1,,Duluth Superiors,Minnetonka Barons
600fac63be0bbe0008ffddc9,620518160160ee0009244b00,7/28/2022,8:15:00 PM,600c8fc9f87c0c000826a31e,6205a37d16904c00096af920,1,,Hibbing Rangers,Mankato Atlas
600fac63be0bbe0008ffddc3,600fac63be0bbe0008ffddc7,7/28/2022,9:00:00 PM,600c98b3eedc0d0008211468,600c98b32c38930008d9cbd7,1,,Minneapolis Miracles,Burnsville Inferno
600fac63be0bbe0008ffddca,5ec9358e8c0dd900074685c5,7/28/2022,9:45:00 PM,600c98b2eedc0d0008211467,600c98b32c38930008d9cbd9,1,,St. Cloud Flyers,Bloomington Maulers
600fac63be0bbe0008ffddc7,600fac63be0bbe0008ffddca,8/4/2022,6:00:00 PM,600c98b32c38930008d9cbd7,600c98b2eedc0d0008211467,2,,Burnsville Inferno,St. Cloud Flyers
5ec9358e8c0dd900074685c5,600fac63be0bbe0008ffddc4,8/4/2022,6:45:00 PM,600c98b32c38930008d9cbd9,600c98b32c38930008d9cbd8,2,,Bloomington Maulers,St. Paul Senators
620518160160ee0009244b00,600fac63be0bbe0008ffddc3,8/4/2022,7:30:00 PM,6205a37d16904c00096af920,600c98b3eedc0d0008211468,2,,Mankato Atlas,Minneapolis Miracles
600fac63be0bbe0008ffddc8,600fac63be0bbe0008ffddc5,8/4/2022,8:15:00 PM,600c98b22c38930008d9cbd5,600c98b3eedc0d0008211469,2,,Rochester Rhythm,Duluth Superiors
600fac63be0bbe0008ffddc6,600fac63be0bbe0008ffddc9,8/4/2022,9:00:00 PM,600c98b22c38930008d9cbd6,600c8fc9f87c0c000826a31e,2,,Minnetonka Barons,Hibbing Rangers
600fac63be0bbe0008ffddcc,620517b60160ee0009244afc,8/4/2022,9:45:00 PM,600c98b2eedc0d0008211466,6205a3a716904c00096af921,2,,Bemidji Lumberjacks,Brainerd Victory
600fac63be0bbe0008ffddc9,600fac63be0bbe0008ffddc8,8/4/2022,6:00:00 PM,600c8fc9f87c0c000826a31e,600c98b22c38930008d9cbd5,3,,Hibbing Rangers,Rochester Rhythm
600fac63be0bbe0008ffddc5,600fac63be0bbe0008ffddcc,8/4/2022,6:45:00 PM,600c98b3eedc0d0008211469,600c98b2eedc0d0008211466,3,,Duluth Superiors,Bemidji Lumberjacks
600fac63be0bbe0008ffddc4,620517b60160ee0009244afc,8/4/2022,7:30:00 PM,600c98b32c38930008d9cbd8,6205a3a716904c00096af921,3,,St. Paul Senators,Brainerd Victory
600fac63be0bbe0008ffddc3,600fac63be0bbe0008ffddc6,8/4/2022,8:15:00 PM,600c98b3eedc0d0008211468,600c98b22c38930008d9cbd6,3,,Minneapolis Miracles,Minnetonka Barons
600fac63be0bbe0008ffddca,620518160160ee0009244b00,8/4/2022,9:00:00 PM,600c98b2eedc0d0008211467,6205a37d16904c00096af920,3,,St. Cloud Flyers,Mankato Atlas
5ec9358e8c0dd900074685c5,600fac63be0bbe0008ffddc7,8/4/2022,9:45:00 PM,600c98b32c38930008d9cbd9,600c98b32c38930008d9cbd7,3,,Bloomington Maulers,Burnsville Inferno
600fac63be0bbe0008ffddc8,600fac63be0bbe0008ffddc3,8/18/2022,6:00:00 PM,600c98b22c38930008d9cbd5,600c98b3eedc0d0008211468,4,,Rochester Rhythm,Minneapolis Miracles
620518160160ee0009244b00,5ec9358e8c0dd900074685c5,8/18/2022,6:45:00 PM,6205a37d16904c00096af920,600c98b32c38930008d9cbd9,4,,Mankato Atlas,Bloomington Maulers
600fac63be0bbe0008ffddc6,600fac63be0bbe0008ffddca,8/18/2022,7:30:00 PM,600c98b22c38930008d9cbd6,600c98b2eedc0d0008211467,4,,Minnetonka Barons,St. Cloud Flyers
600fac63be0bbe0008ffddc7,600fac63be0bbe0008ffddc4,8/18/2022,8:15:00 PM,600c98b32c38930008d9cbd7,600c98b32c38930008d9cbd8,4,,Burnsville Inferno,St. Paul Senators
600fac63be0bbe0008ffddcc,600fac63be0bbe0008ffddc9,8/18/2022,9:00:00 PM,600c98b2eedc0d0008211466,600c8fc9f87c0c000826a31e,4,,Bemidji Lumberjacks,Hibbing Rangers
620517b60160ee0009244afc,600fac63be0bbe0008ffddc5,8/18/2022,9:45:00 PM,6205a3a716904c00096af921,600c98b3eedc0d0008211469,4,,Brainerd Victory,Duluth Superiors
5ec9358e8c0dd900074685c5,600fac63be0bbe0008ffddc6,8/18/2022,6:00:00 PM,600c98b32c38930008d9cbd9,600c98b22c38930008d9cbd6,5,,Bloomington Maulers,Minnetonka Barons
600fac63be0bbe0008ffddc9,620517b60160ee0009244afc,8/18/2022,6:45:00 PM,600c8fc9f87c0c000826a31e,6205a3a716904c00096af921,5,,Hibbing Rangers,Brainerd Victory
600fac63be0bbe0008ffddc3,600fac63be0bbe0008ffddcc,8/18/2022,7:30:00 PM,600c98b3eedc0d0008211468,600c98b2eedc0d0008211466,5,,Minneapolis Miracles,Bemidji Lumberjacks
600fac63be0bbe0008ffddca,600fac63be0bbe0008ffddc8,8/18/2022,8:15:00 PM,600c98b2eedc0d0008211467,600c98b22c38930008d9cbd5,5,,St. Cloud Flyers,Rochester Rhythm
