team_1_franchise_id,team_2_franchise_id,scheduled_date,scheduled_time,team_1_id,team_2_id,week,offstream,team_1,team_2
600fac63be0bbe0008ffddc7,600fac63be0bbe0008ffddc8,3/10/2023,6:00:00 PM,600c981d2c38930008d9cbd4,600c97d52c38930008d9cbd1,1,,Burnsville Inferno,Rochester Rhythm
600fac63be0bbe0008ffddca,600fac63be0bbe0008ffddc3,3/10/2023,6:45:00 PM,600c97dc2c38930008d9cbd2,600c9725eedc0d0008211462,1,,St. Cloud Flyers,Minneapolis Miracles
600fac63be0bbe0008ffddc5,600fac63be0bbe0008ffddc9,3/10/2023,7:30:00 PM,600c97cceedc0d0008211463,600c97b82c38930008d9cbd0,1,,Duluth Superiors,Hibbing Rangers
620518160160ee0009244b00,620517b60160ee0009244afc,3/10/2023,8:15:00 PM,6205a37216904c00096af91f,6205a3b516904c00096af922,1,,Mankato Atlas,Brainerd Victory
5ec9358e8c0dd900074685c5,600fac63be0bbe0008ffddc6,3/10/2023,9:00:00 PM,600c97e2eedc0d0008211464,600c97ec2c38930008d9cbd3,1,,Bloomington Maulers,Minnetonka Barons
600fac63be0bbe0008ffddcc,600fac63be0bbe0008ffddc4,3/10/2023,9:45:00 PM,600c981deedc0d0008211465,600c9725eedc0d0008211461,1,,Bemidji Lumberjacks,St. Paul Senators
600fac63be0bbe0008ffddca,600fac63be0bbe0008ffddc5,3/17/2023,6:00:00 PM,600c97dc2c38930008d9cbd2,600c97cceedc0d0008211463,2,,St. Cloud Flyers,Duluth Superiors
600fac63be0bbe0008ffddc6,600fac63be0bbe0008ffddc4,3/17/2023,6:45:00 PM,600c97ec2c38930008d9cbd3,600c9725eedc0d0008211461,2,,Minnetonka Barons,St. Paul Senators
600fac63be0bbe0008ffddc9,600fac63be0bbe0008ffddcc,3/17/2023,7:30:00 PM,600c97b82c38930008d9cbd0,600c981deedc0d0008211465,2,,Hibbing Rangers,Bemidji Lumberjacks
600fac63be0bbe0008ffddc8,5ec9358e8c0dd900074685c5,3/17/2023,8:15:00 PM,600c97d52c38930008d9cbd1,600c97e2eedc0d0008211464,2,,Rochester Rhythm,Bloomington Maulers
600fac63be0bbe0008ffddc3,620518160160ee0009244b00,3/17/2023,9:00:00 PM,600c9725eedc0d0008211462,6205a37216904c00096af91f,2,,Minneapolis Miracles,Mankato Atlas
600fac63be0bbe0008ffddc7,620517b60160ee0009244afc,3/17/2023,9:45:00 PM,600c981d2c38930008d9cbd4,6205a3b516904c00096af922,2,,Burnsville Inferno,Brainerd Victory
5ec9358e8c0dd900074685c5,600fac63be0bbe0008ffddc5,3/24/2023,6:00:00 PM,600c97e2eedc0d0008211464,600c97cceedc0d0008211463,3,,Bloomington Maulers,Duluth Superiors
620517b60160ee0009244afc,600fac63be0bbe0008ffddc9,3/24/2023,6:45:00 PM,6205a3b516904c00096af922,600c97b82c38930008d9cbd0,3,,Brainerd Victory,Hibbing Rangers
